Date,Open,High,Low,Close
16-Mar-01,3752.36,3867.47,3696.52,3745.74
19-Mar-01,3728.51,3774.69,3680.26,3722.49
20-Mar-01,3736.09,3740.07,3644.51,3672.4
21-Mar-01,3633.22,3801.78,3618.14,3791.07
22-Mar-01,3785.96,3818.03,3708.8,3713.97
23-Mar-01,3735.51,3743.83,3561.01,3635.28
26-Mar-01,3640.47,3654.04,3600.39,3636.32
27-Mar-01,3634.48,3712.27,3631.29,3694.82
28-Mar-01,3736.54,3792.76,3736.54,3788.21
29-Mar-01,3739.63,3799.68,3721.45,3751.56
30-Mar-01,3714.11,3723.73,3589.93,3604.38
02-Apr-01,3491.41,3578.95,3436.33,3566.26
03-Apr-01,3543.82,3619.62,3543.82,3605.01
04-Apr-01,3558.48,3577.25,3511.12,3565.65
06-Apr-01,3663.74,3676.82,3558.13,3576
09-Apr-01,3570.53,3579.24,3502.44,3544.08
10-Apr-01,3542.44,3542.44,3422.11,3458.39
11-Apr-01,3476.41,3481.15,3298.12,3325.46
12-Apr-01,3254.52,3264.57,3120.13,3183.77
16-Apr-01,3172.15,3258.44,3096.51,3251.62
17-Apr-01,3231.94,3331.78,3220.65,3312.29
18-Apr-01,3311.2,3442.65,3311.2,3438.75
19-Apr-01,3552.17,3621.03,3471.03,3574.08
20-Apr-01,3620.9,3620.9,3523.74,3583.04
23-Apr-01,3583.42,3637.36,3561.96,3587.01
24-Apr-01,3547.23,3593.84,3526.36,3589.99
25-Apr-01,3586.94,3639.11,3569.71,3600.83
26-Apr-01,3649.36,3651.79,3547.46,3557.19
27-Apr-01,3389.22,3458.77,3357.83,3422.76
30-Apr-01,3459.51,3522.7,3440.71,3519.16
02-May-01,3565.53,3586.64,3530.25,3538.42
03-May-01,3528.7,3551.8,3479.81,3494.48
04-May-01,3471.95,3521.92,3465.5,3514.59
07-May-01,3562.97,3573.19,3539.46,3544.81
08-May-01,3544.86,3587.07,3544.86,3580.37
09-May-01,3580.37,3629.65,3569.14,3586.58
10-May-01,3586.58,3588.95,3550.05,3568.27
11-May-01,3564.65,3577.79,3545.19,3559.77
14-May-01,3552.55,3577.28,3536.57,3568.93
15-May-01,3480.42,3579.35,3420.14,3576.96
16-May-01,3585.79,3630.26,3585.79,3592.06
17-May-01,3607.46,3675.45,3607.46,3669.76
18-May-01,3674.42,3700.88,3648.36,3655.03
21-May-01,3656.09,3681.19,3630.6,3640.1
22-May-01,3643.29,3663.16,3630.03,3640.6
23-May-01,3640.8,3683.52,3640.8,3674.54
24-May-01,3670.91,3709.18,3670.91,3683.2
25-May-01,3686.16,3700.66,3647.35,3659.81
28-May-01,3663.06,3728.05,3663.06,3720.15
29-May-01,3732.03,3751.7,3725.83,3742.07
30-May-01,3745.57,3759.96,3653.31,3662.04
31-May-01,3623.62,3638.46,3592.22,3631.91
01-Jun-01,3637.03,3651.32,3555.74,3557.64
04-Jun-01,3565.88,3590.56,3490.83,3498.38
05-Jun-01,3495.99,3510.68,3434.88,3460.04
06-Jun-01,3473.32,3507.24,3448.44,3457.31
07-Jun-01,3455.86,3459.51,3395.52,3457.24
08-Jun-01,3466.66,3502.78,3452.94,3495.84
11-Jun-01,3507.34,3525.04,3482.8,3509.32
12-Jun-01,3504.24,3517.36,3484.08,3498.39
